project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_64	220580	M413pos_GEX	AV4346	AV4346	6090	Cells in lysis buffer	None	HFYV3DRXY	1	SI-TT-F11	pass	waiting	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_64	220580	M413pos_GEX	AV4346	AV4346	6090	Cells in lysis buffer	None	HFYV3DRXY	2	SI-TT-F11	pass	waiting	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_64	220581	M102pos_GEX	AV4347	AV4347	6090	Cells in lysis buffer	None	HFYV3DRXY	1	SI-TT-F12	pass	waiting	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_64	220581	M102pos_GEX	AV4347	AV4347	6090	Cells in lysis buffer	None	HFYV3DRXY	2	SI-TT-F12	pass	waiting	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_64	220582	M413neg_GEX	AV4348	AV4348	6090	Cells in lysis buffer	None	HFYV3DRXY	1	SI-TT-G1	pass	waiting	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_64	220582	M413neg_GEX	AV4348	AV4348	6090	Cells in lysis buffer	None	HFYV3DRXY	2	SI-TT-G1	pass	waiting	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_64	220583	M413neg_GEX	AV4349	AV4349	6090	Cells in lysis buffer	None	HFYV3DRXY	1	SI-TT-G2	pass	waiting	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_64	220583	M413neg_GEX	AV4349	AV4349	6090	Cells in lysis buffer	None	HFYV3DRXY	2	SI-TT-G2	pass	waiting	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_64	220584	M102neg_GEX	AV4350	AV4350	6090	Cells in lysis buffer	None	HFYV3DRXY	1	SI-TT-G3	pass	waiting	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_64	220584	M102neg_GEX	AV4350	AV4350	6090	Cells in lysis buffer	None	HFYV3DRXY	2	SI-TT-G3	pass	waiting	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_64	220585	M102neg_GEX	AV4351	AV4351	6090	Cells in lysis buffer	None	HFYV3DRXY	1	SI-TT-G4	pass	waiting	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_64	220585	M102neg_GEX	AV4351	AV4351	6090	Cells in lysis buffer	None	HFYV3DRXY	2	SI-TT-G4	pass	waiting	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
