project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_16	149641	BCLL_10_T_1_hashing	AP4865	AP4865	3825	Other	None	HHWLJDRXX	1	SI-GA-A9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149641	BCLL_10_T_1_hashing	AP4865	AP4865	3825	Other	None	HHWLJDRXX	2	SI-GA-A9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149641	BCLL_10_T_1_hashing	AP4865	AP4865	3825	Other	None	HHWV5DRXX	1	SI-GA-A9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149641	BCLL_10_T_1_hashing	AP4865	AP4865	3825	Other	None	HHWV5DRXX	2	SI-GA-A9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149641	BCLL_10_T_1_hashing	AP4865	AP4865	3825	Other	None	HHYJWDRXX	1	SI-GA-A9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149641	BCLL_10_T_1_hashing	AP4865	AP4865	3825	Other	None	HHYJWDRXX	2	SI-GA-A9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149642	BCLL_10_T_2_hashing	AP4866	AP4866	3825	Other	None	HHWLJDRXX	1	SI-GA-B9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149642	BCLL_10_T_2_hashing	AP4866	AP4866	3825	Other	None	HHWLJDRXX	2	SI-GA-B9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149642	BCLL_10_T_2_hashing	AP4866	AP4866	3825	Other	None	HHWV5DRXX	1	SI-GA-B9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149642	BCLL_10_T_2_hashing	AP4866	AP4866	3825	Other	None	HHWV5DRXX	2	SI-GA-B9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149642	BCLL_10_T_2_hashing	AP4866	AP4866	3825	Other	None	HHYJWDRXX	1	SI-GA-B9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149642	BCLL_10_T_2_hashing	AP4866	AP4866	3825	Other	None	HHYJWDRXX	2	SI-GA-B9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149643	BCLL_10_T_5K	AP4867	AP4867	3825	Other	None	HHWLJDRXX	1	SI-GA-C9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149643	BCLL_10_T_5K	AP4867	AP4867	3825	Other	None	HHWLJDRXX	2	SI-GA-C9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149643	BCLL_10_T_5K	AP4867	AP4867	3825	Other	None	HHWV5DRXX	1	SI-GA-C9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149643	BCLL_10_T_5K	AP4867	AP4867	3825	Other	None	HHWV5DRXX	2	SI-GA-C9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149644	BCLL_10_T_1_HTO	AP4868	AP4868	3825	Other	None	HHWV5DRXX	1	IlluminaTruSeqD701	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149644	BCLL_10_T_1_HTO	AP4868	AP4868	3825	Other	None	HHWV5DRXX	2	IlluminaTruSeqD701	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_16	149645	BCLL_10_T_2_HTO	AP4869	AP4869	3825	Other	None	HHWV5DRXX	1	IlluminaTruSeqD702	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
