project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_21	155128	1892_culture_test_hashing	AP8613	AP8613	3992	Cells in lysis buffer	None	HJNFJDRXX	1	SI-GA-G6	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155128	1892_culture_test_hashing	AP8613	AP8613	3992	Cells in lysis buffer	None	HJNFJDRXX	2	SI-GA-G6	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155129	1892_culture_test_HTO	AP8614	AP8614	3992	Cells in lysis buffer	None	HJNFJDRXX	1	IlluminaTruSeqD701	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155129	1892_culture_test_HTO	AP8614	AP8614	3992	Cells in lysis buffer	None	HJNFJDRXX	2	IlluminaTruSeqD701	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155130	BCLL_6_T_1_hashing	AP8620	AP8620	3992	Cells in lysis buffer	None	HHWV2DRXX	1	SI-GA-H6	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155130	BCLL_6_T_1_hashing	AP8620	AP8620	3992	Cells in lysis buffer	None	HHWV2DRXX	2	SI-GA-H6	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155130	BCLL_6_T_1_hashing	AP8620	AP8620	3992	Cells in lysis buffer	None	HKJ5JDRXX	1	SI-GA-H6	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155130	BCLL_6_T_1_hashing	AP8620	AP8620	3992	Cells in lysis buffer	None	HKJ5JDRXX	2	SI-GA-H6	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155131	BCLL_6_T_2_hashing	AP8621	AP8621	3992	Cells in lysis buffer	None	HHWV2DRXX	1	SI-GA-A7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155131	BCLL_6_T_2_hashing	AP8621	AP8621	3992	Cells in lysis buffer	None	HHWV2DRXX	2	SI-GA-A7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155131	BCLL_6_T_2_hashing	AP8621	AP8621	3992	Cells in lysis buffer	None	HKJ5JDRXX	1	SI-GA-A7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155131	BCLL_6_T_2_hashing	AP8621	AP8621	3992	Cells in lysis buffer	None	HKJ5JDRXX	2	SI-GA-A7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155132	BCLL_6_PB_CD19_hashing	AP8622	AP8622	3992	Cells in lysis buffer	None	HHWV2DRXX	1	SI-GA-B7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155132	BCLL_6_PB_CD19_hashing	AP8622	AP8622	3992	Cells in lysis buffer	None	HHWV2DRXX	2	SI-GA-B7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155132	BCLL_6_PB_CD19_hashing	AP8622	AP8622	3992	Cells in lysis buffer	None	HKJ5JDRXX	1	SI-GA-B7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155132	BCLL_6_PB_CD19_hashing	AP8622	AP8622	3992	Cells in lysis buffer	None	HKJ5JDRXX	2	SI-GA-B7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155133	BCLL_6_T_1_HTO	AP8623	AP8623	3992	Cells in lysis buffer	None	HHWV2DRXX	1	IlluminaTruSeqD702	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155133	BCLL_6_T_1_HTO	AP8623	AP8623	3992	Cells in lysis buffer	None	HHWV2DRXX	2	IlluminaTruSeqD702	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155134	BCLL_6_T_2_HTO	AP8624	AP8624	3992	Cells in lysis buffer	None	HHWV2DRXX	1	IlluminaTruSeqD703	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155134	BCLL_6_T_2_HTO	AP8624	AP8624	3992	Cells in lysis buffer	None	HHWV2DRXX	2	IlluminaTruSeqD703	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155135	BCLL_6_PB_CD19_HTO	AP8625	AP8625	3992	Cells in lysis buffer	None	HHWV2DRXX	1	IlluminaTruSeqD704	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155135	BCLL_6_PB_CD19_HTO	AP8625	AP8625	3992	Cells in lysis buffer	None	HHWV2DRXX	2	IlluminaTruSeqD704	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155136	BCLL_12_T_1_hashing	AP8615	AP8615	3992	Cells in lysis buffer	None	HJNFJDRXX	1	SI-GA-D9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155136	BCLL_12_T_1_hashing	AP8615	AP8615	3992	Cells in lysis buffer	None	HJNFJDRXX	2	SI-GA-D9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155137	BCLL_12_T_2_hashing	AP8616	AP8616	3992	Cells in lysis buffer	None	HJNFJDRXX	1	SI-GA-E9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155137	BCLL_12_T_2_hashing	AP8616	AP8616	3992	Cells in lysis buffer	None	HJNFJDRXX	2	SI-GA-E9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155137	BCLL_12_T_2_hashing	AP8616	AP8616	3992	Cells in lysis buffer	None	HKHYGDRXX	1	SI-GA-E9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155137	BCLL_12_T_2_hashing	AP8616	AP8616	3992	Cells in lysis buffer	None	HKHYGDRXX	2	SI-GA-E9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155138	BCLL_12_T_1_HTO	AP8617	AP8617	3992	Cells in lysis buffer	None	HJNFJDRXX	1	IlluminaTruSeqD706	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155138	BCLL_12_T_1_HTO	AP8617	AP8617	3992	Cells in lysis buffer	None	HJNFJDRXX	2	IlluminaTruSeqD706	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155139	BCLL_12_T_2_HTO	AP8618	AP8618	3992	Cells in lysis buffer	None	HJNFJDRXX	1	IlluminaTruSeqD707	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_21	155139	BCLL_12_T_2_HTO	AP8618	AP8618	3992	Cells in lysis buffer	None	HJNFJDRXX	2	IlluminaTruSeqD707	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
