project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_57	196583	BCLL_25_T_1_hashing	AT2952	AT2952	5418	Cells in lysis buffer	None	H2JYKDRXY	1	SI-GA-F8	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_57	196583	BCLL_25_T_1_hashing	AT2952	AT2952	5418	Cells in lysis buffer	None	H2JYKDRXY	2	SI-GA-F8	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_57	196583	BCLL_25_T_1_hashing	AT2952	AT2952	5418	Cells in lysis buffer	None	H2JYNDRXY	1	SI-GA-F8	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_57	196583	BCLL_25_T_1_hashing	AT2952	AT2952	5418	Cells in lysis buffer	None	H2JYNDRXY	2	SI-GA-F8	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_57	196584	BCLL_25_T_2_hashing	AT2953	AT2953	5418	Cells in lysis buffer	None	H2JYKDRXY	1	SI-GA-F9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_57	196584	BCLL_25_T_2_hashing	AT2953	AT2953	5418	Cells in lysis buffer	None	H2JYKDRXY	2	SI-GA-F9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_57	196584	BCLL_25_T_2_hashing	AT2953	AT2953	5418	Cells in lysis buffer	None	H2JYNDRXY	1	SI-GA-F9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_57	196584	BCLL_25_T_2_hashing	AT2953	AT2953	5418	Cells in lysis buffer	None	H2JYNDRXY	2	SI-GA-F9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_57	196585	BCLL_25_T_1_HTO	AT2954	AT2954	5418	Cells in lysis buffer	None	H2JYNDRXY	1	IlluminaTruSeqD703	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_57	196585	BCLL_25_T_1_HTO	AT2954	AT2954	5418	Cells in lysis buffer	None	H2JYNDRXY	2	IlluminaTruSeqD703	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_57	196586	BCLL_25_T_2_HTO	AT2955	AT2955	5418	Cells in lysis buffer	None	H2JYNDRXY	1	IlluminaTruSeqD704	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_57	196586	BCLL_25_T_2_HTO	AT2955	AT2955	5418	Cells in lysis buffer	None	H2JYNDRXY	2	IlluminaTruSeqD704	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
