project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_54	196579	BCLL_24_T_1_hashing	AT0288	AT0288	5375	Cells in lysis buffer	None	H2JYNDRXY	1	SI-GA-F6	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_54	196579	BCLL_24_T_1_hashing	AT0288	AT0288	5375	Cells in lysis buffer	None	H2JYNDRXY	2	SI-GA-F6	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_54	196579	BCLL_24_T_1_hashing	AT0288	AT0288	5375	Cells in lysis buffer	None	HYVGVDRXX	1	SI-GA-F6	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_54	196579	BCLL_24_T_1_hashing	AT0288	AT0288	5375	Cells in lysis buffer	None	HYVGVDRXX	2	SI-GA-F6	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_54	196580	BCLL_24_T_2_hashing	AT0289	AT0289	5375	Cells in lysis buffer	None	H2JYNDRXY	1	SI-GA-F7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_54	196580	BCLL_24_T_2_hashing	AT0289	AT0289	5375	Cells in lysis buffer	None	H2JYNDRXY	2	SI-GA-F7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_54	196580	BCLL_24_T_2_hashing	AT0289	AT0289	5375	Cells in lysis buffer	None	HYVGVDRXX	1	SI-GA-F7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_54	196580	BCLL_24_T_2_hashing	AT0289	AT0289	5375	Cells in lysis buffer	None	HYVGVDRXX	2	SI-GA-F7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_54	196581	BCLL_24_T_1_HTO	AT0290	AT0290	5375	Cells in lysis buffer	None	HYVGVDRXX	1	IlluminaTruSeqD701	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_54	196581	BCLL_24_T_1_HTO	AT0290	AT0290	5375	Cells in lysis buffer	None	HYVGVDRXX	2	IlluminaTruSeqD701	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_54	196582	BCLL_24_T_2_HTO	AT0291	AT0291	5375	Cells in lysis buffer	None	HYVGVDRXX	1	IlluminaTruSeqD702	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_54	196582	BCLL_24_T_2_HTO	AT0291	AT0291	5375	Cells in lysis buffer	None	HYVGVDRXX	2	IlluminaTruSeqD702	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	800.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
