project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_33	167867	BCLL_8_T_GEX_1	AR0262	AR0262	4473	Cells in lysis buffer	None	HMJLMDRXX	1	SI-GA-G8	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167867	BCLL_8_T_GEX_1	AR0262	AR0262	4473	Cells in lysis buffer	None	HMJLMDRXX	2	SI-GA-G8	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167868	BCLL_8_T_GEX_2	AR0263	AR0263	4473	Cells in lysis buffer	None	HMJLMDRXX	1	SI-GA-G9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167868	BCLL_8_T_GEX_2	AR0263	AR0263	4473	Cells in lysis buffer	None	HMJLMDRXX	2	SI-GA-G9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167869	BCLL_8_T_BCR_1	AR0264	AR0264	4473	Cells in lysis buffer	None	HMJLMDRXX	1	SI-GA-G12	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167869	BCLL_8_T_BCR_1	AR0264	AR0264	4473	Cells in lysis buffer	None	HMJLMDRXX	2	SI-GA-G12	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167870	BCLL_8_T_BCR_2	AR0265	AR0265	4473	Cells in lysis buffer	None	HMJLMDRXX	1	SI-GA-H1	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167870	BCLL_8_T_BCR_2	AR0265	AR0265	4473	Cells in lysis buffer	None	HMJLMDRXX	2	SI-GA-H1	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167871	BCLL_8_T_TCR_1	AR0266	AR0266	4473	Cells in lysis buffer	None	HMJLMDRXX	1	SI-GA-G10	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167871	BCLL_8_T_TCR_1	AR0266	AR0266	4473	Cells in lysis buffer	None	HMJLMDRXX	2	SI-GA-G10	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167872	BCLL_8_T_TCR_2	AR0267	AR0267	4473	Cells in lysis buffer	None	HMJLMDRXX	1	SI-GA-G11	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167872	BCLL_8_T_TCR_2	AR0267	AR0267	4473	Cells in lysis buffer	None	HMJLMDRXX	2	SI-GA-G11	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167873	BCLL_8_T_CSP_1	AR0268	AR0268	4473	Cells in lysis buffer	None	HMJLMDRXX	1	SI-NA-A1	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167873	BCLL_8_T_CSP_1	AR0268	AR0268	4473	Cells in lysis buffer	None	HMJLMDRXX	2	SI-NA-A1	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167874	BCLL_8_T_CSP_2	AR0269	AR0269	4473	Cells in lysis buffer	None	HMJLMDRXX	1	SI-NA-B1	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_33	167874	BCLL_8_T_CSP_2	AR0269	AR0269	4473	Cells in lysis buffer	None	HMJLMDRXX	2	SI-NA-B1	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
