project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_46	187504	BCLL_15_T_1_GEX	AS2667	AS2667	4991	Cells in lysis buffer	None	HVNKTDRXX	1	SI-GA-D8	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187504	BCLL_15_T_1_GEX	AS2667	AS2667	4991	Cells in lysis buffer	None	HVNKTDRXX	2	SI-GA-D8	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187505	BCLL_15_T_2_GEX	AS2668	AS2668	4991	Cells in lysis buffer	None	HVNKTDRXX	1	SI-GA-D9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187505	BCLL_15_T_2_GEX	AS2668	AS2668	4991	Cells in lysis buffer	None	HVNKTDRXX	2	SI-GA-D9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187506	BCLL_15_T_3_GEX	AS2669	AS2669	4991	Cells in lysis buffer	None	HVNKTDRXX	1	SI-GA-D10	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187506	BCLL_15_T_3_GEX	AS2669	AS2669	4991	Cells in lysis buffer	None	HVNKTDRXX	2	SI-GA-D10	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187507	BCLL_15_T_4_GEX	AS2670	AS2670	4991	Cells in lysis buffer	None	HVNKTDRXX	1	SI-GA-D11	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187507	BCLL_15_T_4_GEX	AS2670	AS2670	4991	Cells in lysis buffer	None	HVNKTDRXX	2	SI-GA-D11	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187508	BCLL_15_T_5_GEX	AS2671	AS2671	4991	Cells in lysis buffer	None	HVNKTDRXX	1	SI-GA-D12	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187508	BCLL_15_T_5_GEX	AS2671	AS2671	4991	Cells in lysis buffer	None	HVNKTDRXX	2	SI-GA-D12	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187509	BCLL_15_T_1_BCR	AS2672	AS2672	4991	Cells in lysis buffer	None	HVNKTDRXX	1	SI-GA-B11	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187509	BCLL_15_T_1_BCR	AS2672	AS2672	4991	Cells in lysis buffer	None	HVNKTDRXX	2	SI-GA-B11	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187510	BCLL_15_T_2_BCR	AS2673	AS2673	4991	Cells in lysis buffer	None	HVNKTDRXX	1	SI-GA-B12	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187510	BCLL_15_T_2_BCR	AS2673	AS2673	4991	Cells in lysis buffer	None	HVNKTDRXX	2	SI-GA-B12	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
BCLLATLAS	BCLLATLAS_46	187511	BCLL_15_T_3_BCR	AS2674	AS2674	4991	Cells in lysis buffer	None	HVNKTDRXX	1	SI-GA-C1	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	bwa.hsapiens.hs37d5	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	4	None	None
