project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_26	158345	BCLL_10_T	AQ0597	AQ0597	4118	Cells in lysis buffer	None	HKCJJDRXX	1	SI-NA-B4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_26	158345	BCLL_10_T	AQ0597	AQ0597	4118	Cells in lysis buffer	None	HKCJJDRXX	2	SI-NA-B4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_26	158346	BCLL_11_T	AQ0598	AQ0598	4118	Cells in lysis buffer	None	HKCJJDRXX	1	SI-NA-C4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_26	158346	BCLL_11_T	AQ0598	AQ0598	4118	Cells in lysis buffer	None	HKCJJDRXX	2	SI-NA-C4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_26	158347	BCLL_10_T_FACS	AQ0599	AQ0599	4118	Cells in lysis buffer	None	HKCJJDRXX	1	SI-NA-D4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_26	158347	BCLL_10_T_FACS	AQ0599	AQ0599	4118	Cells in lysis buffer	None	HKCJJDRXX	2	SI-NA-D4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_26	158347	BCLL_10_T_FACS	AQ0599	AQ0599	4118	Cells in lysis buffer	None	HKCW2DRXX	1	SI-NA-D4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_26	158347	BCLL_10_T_FACS	AQ0599	AQ0599	4118	Cells in lysis buffer	None	HKCW2DRXX	2	SI-NA-D4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_26	158348	BCLL_11_T_FACS	AQ0600	AQ0600	4118	Cells in lysis buffer	None	HKCJJDRXX	1	SI-NA-E4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_26	158348	BCLL_11_T_FACS	AQ0600	AQ0600	4118	Cells in lysis buffer	None	HKCJJDRXX	2	SI-NA-E4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_26	158348	BCLL_11_T_FACS	AQ0600	AQ0600	4118	Cells in lysis buffer	None	HKCW2DRXX	1	SI-NA-E4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_26	158348	BCLL_11_T_FACS	AQ0600	AQ0600	4118	Cells in lysis buffer	None	HKCW2DRXX	2	SI-NA-E4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
