project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_43	182657	BCLL_8_T_1	AR8443	AR8443	4897	Cells in lysis buffer	None	HV5TLDRXX	1	SI-NA-A5	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_43	182657	BCLL_8_T_1	AR8443	AR8443	4897	Cells in lysis buffer	None	HV5TLDRXX	2	SI-NA-A5	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_43	182658	BCLL_8_T_2	AR8444	AR8444	4897	Cells in lysis buffer	None	HV5TLDRXX	1	SI-NA-A6	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_43	182658	BCLL_8_T_2	AR8444	AR8444	4897	Cells in lysis buffer	None	HV5TLDRXX	2	SI-NA-A6	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_43	182659	BCLL_9_T_1	AR8445	AR8445	4897	Cells in lysis buffer	None	HVFY3DRXX	1	SI-NA-A7	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 51 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_43	182659	BCLL_9_T_1	AR8445	AR8445	4897	Cells in lysis buffer	None	HVFY3DRXX	2	SI-NA-A7	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 51 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_43	182659	BCLL_9_T_1	AR8445	AR8445	4897	Cells in lysis buffer	None	HVGJCDRXX	1	SI-NA-A7	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_43	182659	BCLL_9_T_1	AR8445	AR8445	4897	Cells in lysis buffer	None	HVGJCDRXX	2	SI-NA-A7	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_43	182660	BCLL_9_T_2	AR8446	AR8446	4897	Cells in lysis buffer	None	HVFY3DRXX	1	SI-NA-A8	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 51 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_43	182660	BCLL_9_T_2	AR8446	AR8446	4897	Cells in lysis buffer	None	HVFY3DRXX	2	SI-NA-A8	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 51 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_43	182660	BCLL_9_T_2	AR8446	AR8446	4897	Cells in lysis buffer	None	HVGJCDRXX	1	SI-NA-A8	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_43	182660	BCLL_9_T_2	AR8446	AR8446	4897	Cells in lysis buffer	None	HVGJCDRXX	2	SI-NA-A8	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+16	Unaffected	None	None	None
