project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_47	188567	BCLL_14_T_1	AS2687	AS2687	5060	Cells in lysis buffer	None	HVGYGDRXX	1	SI-TT-C10	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_47	188567	BCLL_14_T_1	AS2687	AS2687	5060	Cells in lysis buffer	None	HVGYGDRXX	2	SI-TT-C10	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_47	188568	BCLL_14_T_2	AS2688	AS2688	5060	Cells in lysis buffer	None	HVGYGDRXX	1	SI-TT-C11	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_47	188568	BCLL_14_T_2	AS2688	AS2688	5060	Cells in lysis buffer	None	HVGYGDRXX	2	SI-TT-C11	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_47	188569	BCLL_15_T_1	AS2689	AS2689	5060	Cells in lysis buffer	None	HVGYGDRXX	1	SI-TT-C12	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_47	188569	BCLL_15_T_1	AS2689	AS2689	5060	Cells in lysis buffer	None	HVGYGDRXX	2	SI-TT-C12	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_47	188570	BCLL_15_T_2	AS2690	AS2690	5060	Cells in lysis buffer	None	HVGYGDRXX	1	SI-TT-D1	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_47	188570	BCLL_15_T_2	AS2690	AS2690	5060	Cells in lysis buffer	None	HVGYGDRXX	2	SI-TT-D1	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_47	188571	BCLL_2_T_1	AS2691	AS2691	5060	Cells in lysis buffer	None	HVGYGDRXX	1	SI-TT-D2	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_47	188571	BCLL_2_T_1	AS2691	AS2691	5060	Cells in lysis buffer	None	HVGYGDRXX	2	SI-TT-D2	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_47	188572	BCLL_2_T_2	AS2692	AS2692	5060	Cells in lysis buffer	None	HVGYGDRXX	1	SI-TT-D3	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_47	188572	BCLL_2_T_2	AS2692	AS2692	5060	Cells in lysis buffer	None	HVGYGDRXX	2	SI-TT-D3	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_47	188573	BCLL_2_T_3	AS2693	AS2693	5060	Cells in lysis buffer	None	HVGYGDRXX	1	SI-TT-D4	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_47	188573	BCLL_2_T_3	AS2693	AS2693	5060	Cells in lysis buffer	None	HVGYGDRXX	2	SI-TT-D4	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +10+10+90	Unaffected	None	None	None
