project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_05	130339	BCLL_2_T_5K	AN1040	AN1040	3396	mRNA library	None	HC5H7BBXY	6	SI-GA-C7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_05	130339	BCLL_2_T_5K	AN1040	AN1040	3396	mRNA library	None	HCY2YDRXX	1	SI-GA-C7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_05	130339	BCLL_2_T_5K	AN1040	AN1040	3396	mRNA library	None	HCY2YDRXX	2	SI-GA-C7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_05	130339	BCLL_2_T_5K	AN1040	AN1040	3396	mRNA library	None	HF353DRXX	1	SI-GA-C7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_05	130339	BCLL_2_T_5K	AN1040	AN1040	3396	mRNA library	None	HF353DRXX	2	SI-GA-C7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_05	130340	BCLL_2_T_hashing	AN1041	AN1041	3396	mRNA library	None	HC5H7BBXY	6	SI-GA-D7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_05	130340	BCLL_2_T_hashing	AN1041	AN1041	3396	mRNA library	None	HF353DRXX	1	SI-GA-D7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_05	130340	BCLL_2_T_hashing	AN1041	AN1041	3396	mRNA library	None	HF353DRXX	2	SI-GA-D7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_05	130341	BCLL_2_T_CD19_hashing	AN1042	AN1042	3396	mRNA library	None	HC5H7BBXY	6	SI-GA-E7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_05	130341	BCLL_2_T_CD19_hashing	AN1042	AN1042	3396	mRNA library	None	HF353DRXX	1	SI-GA-E7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_05	130341	BCLL_2_T_CD19_hashing	AN1042	AN1042	3396	mRNA library	None	HF353DRXX	2	SI-GA-E7	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_05	130342	BCLL_2_T_HTO	AN1043	AN1043	3396	mRNA library	None	HC5H7BBXY	6	IlluminaTruSeqD706	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_05	130343	BCLL_2_T_CD19_HTO	AN1044	AN1044	3396	mRNA library	None	HC5H7BBXY	6	IlluminaTruSeqD707	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	2 * 76 +8+8	Unaffected	1	None	None
