project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_40	182633	BCLL_9_T_1_GEX	AR8027	AR8027	4845	Cells in lysis buffer	None	HMJMGDRXX	1	SI-GA-E9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_40	182633	BCLL_9_T_1_GEX	AR8027	AR8027	4845	Cells in lysis buffer	None	HMJMGDRXX	2	SI-GA-E9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_40	182634	BCLL_9_T_2_GEX	AR8028	AR8028	4845	Cells in lysis buffer	None	HMJMGDRXX	1	SI-GA-E10	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_40	182634	BCLL_9_T_2_GEX	AR8028	AR8028	4845	Cells in lysis buffer	None	HMJMGDRXX	2	SI-GA-E10	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_40	182635	BCLL_9_T_3_GEX	AR8029	AR8029	4845	Cells in lysis buffer	None	HMJMGDRXX	1	SI-GA-E11	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_40	182635	BCLL_9_T_3_GEX	AR8029	AR8029	4845	Cells in lysis buffer	None	HMJMGDRXX	2	SI-GA-E11	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_40	182636	BCLL_9_T_4_GEX	AR8030	AR8030	4845	Cells in lysis buffer	None	HMJMGDRXX	1	SI-GA-E12	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_40	182636	BCLL_9_T_4_GEX	AR8030	AR8030	4845	Cells in lysis buffer	None	HMJMGDRXX	2	SI-GA-E12	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_40	182637	BCLL_9_T_5_GEX	AR8031	AR8031	4845	Cells in lysis buffer	None	HMJMGDRXX	1	SI-GA-F1	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_40	182637	BCLL_9_T_5_GEX	AR8031	AR8031	4845	Cells in lysis buffer	None	HMJMGDRXX	2	SI-GA-F1	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
