project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_07	135390	BCLL_9_T_1_hashing	AN4499	AN4499	3427	Other	None	HCTW2DRXX	1	SI-GA-D9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135390	BCLL_9_T_1_hashing	AN4499	AN4499	3427	Other	None	HCTW2DRXX	2	SI-GA-D9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135390	BCLL_9_T_1_hashing	AN4499	AN4499	3427	Other	None	HF353DRXX	1	SI-GA-D9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135390	BCLL_9_T_1_hashing	AN4499	AN4499	3427	Other	None	HF353DRXX	2	SI-GA-D9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135391	BCLL_9_T_2_hashing	AN4500	AN4500	3427	Other	None	HCTW2DRXX	1	SI-GA-E9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135391	BCLL_9_T_2_hashing	AN4500	AN4500	3427	Other	None	HCTW2DRXX	2	SI-GA-E9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135391	BCLL_9_T_2_hashing	AN4500	AN4500	3427	Other	None	HF353DRXX	1	SI-GA-E9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135391	BCLL_9_T_2_hashing	AN4500	AN4500	3427	Other	None	HF353DRXX	2	SI-GA-E9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135392	BCLL_9_T_5K	AN4501	AN4501	3427	Other	None	HCY2YDRXX	1	SI-GA-F9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135392	BCLL_9_T_5K	AN4501	AN4501	3427	Other	None	HCY2YDRXX	2	SI-GA-F9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135392	BCLL_9_T_5K	AN4501	AN4501	3427	Other	None	HF353DRXX	1	SI-GA-F9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135392	BCLL_9_T_5K	AN4501	AN4501	3427	Other	None	HF353DRXX	2	SI-GA-F9	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135393	BCLL_9_T_1_HTO	AN4502	AN4502	3427	Other	None	HF353DRXX	1	IlluminaTruSeqD704	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135393	BCLL_9_T_1_HTO	AN4502	AN4502	3427	Other	None	HF353DRXX	2	IlluminaTruSeqD704	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135394	BCLL_9_T_2_HTO	AN4503	AN4503	3427	Other	None	HF353DRXX	1	IlluminaTruSeqD705	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
BCLLATLAS	BCLLATLAS_07	135394	BCLL_9_T_2_HTO	AN4503	AN4503	3427	Other	None	HF353DRXX	2	IlluminaTruSeqD705	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	gem3.hsapiens.hs37d5	split	0.005	None	None	None	1 * 28 +8+89	Unaffected	1	None	None
