project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_134	268946	BCLL_25_T_ATAC_1	AZ3024	AZ3024	8182	Cell suspension	None	HFL23DRX2	1	SI-NA-C2	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+24	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_134	268946	BCLL_25_T_ATAC_1	AZ3024	AZ3024	8182	Cell suspension	None	HFL23DRX2	2	SI-NA-C2	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+24	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_134	268947	BCLL_25_T_ATAC_2	AZ3025	AZ3025	8182	Cell suspension	None	HFL23DRX2	1	SI-NA-C3	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+24	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_134	268947	BCLL_25_T_ATAC_2	AZ3025	AZ3025	8182	Cell suspension	None	HFL23DRX2	2	SI-NA-C3	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+24	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_134	268948	BCLL_26_T_ATAC_1	AZ3026	AZ3026	8182	Cell suspension	None	HFL23DRX2	1	SI-NA-C4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+24	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_134	268948	BCLL_26_T_ATAC_1	AZ3026	AZ3026	8182	Cell suspension	None	HFL23DRX2	2	SI-NA-C4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+24	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_134	268948	BCLL_26_T_ATAC_1	AZ3026	AZ3026	8182	Cell suspension	None	HFL5VDRX2	1	SI-NA-C4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+24	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_134	268948	BCLL_26_T_ATAC_1	AZ3026	AZ3026	8182	Cell suspension	None	HFL5VDRX2	2	SI-NA-C4	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+24	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_134	268949	BCLL_26_T_ATAC_2	AZ3027	AZ3027	8182	Cell suspension	None	HFL23DRX2	1	SI-NA-C5	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+24	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_134	268949	BCLL_26_T_ATAC_2	AZ3027	AZ3027	8182	Cell suspension	None	HFL23DRX2	2	SI-NA-C5	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+24	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_134	268949	BCLL_26_T_ATAC_2	AZ3027	AZ3027	8182	Cell suspension	None	HJYYFDRX2	1	SI-NA-C5	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+24	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_134	268949	BCLL_26_T_ATAC_2	AZ3027	AZ3027	8182	Cell suspension	None	HJYYFDRX2	2	SI-NA-C5	pass	pass	Single cell ATAC-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	2 * 50 +8+24	Unaffected	None	None	None
